73.33,43.86,0,0
59.72,61.12,0,0
42.15,74.33,0,0
21.8,82.62,0,0
0,85.45,0,0
-21.8,82.62,0,0
-42.15,74.33,0,0
-59.72,61.12,0,0
-73.33,43.86,0,0
90,38.6,0,0
77.11,60.36,0,0
59.08,78.1,0,0
37.1,90.63,0,0
12.65,97.11,0,0
-12.65,97.11,0,0
-37.1,90.63,0,0
-59.08,78.1,0,0
-77.11,60.36,0,0
-90,38.6,0,0
95,56.14,0,0
77.43,78.62,0,0
54.69,95.84,0,0
28.29,106.66,0,0
0,110.35,0,0
-28.29,106.66,0,0
-54.69,95.84,0,0
-77.43,78.62,0,0
-95,56.14,0,0
113.33,49.12,0,0
97.04,76.43,0,0
74.3,98.67,0,0
46.65,114.37,0,0
15.9,122.49,0,0
-15.9,122.49,0,0
-46.65,114.37,0,0
-74.3,98.67,0,0
-97.04,76.43,0,0
-113.33,49.12,0,0
116.67,70.18,0,0
67.01,118.51,0,0
0,136.15,0,0
-67.01,118.51,0,0
-116.67,70.18,0,0
135,64.91,0,0
121.84,87.15,0,0
105.05,106.79,0,0
85.13,123.25,0,0
62.69,136.05,0,0
38.37,144.8,0,0
12.92,149.24,0,0
-12.92,149.24,0,0
-38.37,144.8,0,0
-62.69,136.05,0,0
-85.13,123.25,0,0
-105.05,106.79,0,0
-121.84,87.15,0,0
-135,64.91,0,0
150,56.14,0,0
138.08,81.16,0,0
122.02,103.74,0,0
102.31,123.22,0,0
79.54,139.01,0,0
54.39,150.64,0,0
27.61,157.76,0,0
0,160.16,0,0
-27.61,157.76,0,0
-54.39,150.64,0,0
-79.54,139.01,0,0
-102.31,123.22,0,0
-122.02,103.74,0,0
-138.08,81.16,0,0
-150,56.14,0,0
156.67,73.68,0,0
141.54,99.7,0,0
122.14,122.7,0,0
99.05,142,0,0
72.97,157,0,0
44.68,167.26,0,0
15.05,172.47,0,0
-15.05,172.47,0,0
-44.68,167.26,0,0
-72.97,157,0,0
-99.05,142,0,0
-122.14,122.7,0,0
-141.54,99.7,0,0
-156.67,73.68,0,0
171.67,63.16,0,0
158.14,91.93,0,0
139.83,117.92,0,0
117.3,140.36,0,0
91.22,158.55,0,0
62.39,171.95,0,0
31.67,180.15,0,0
0,182.92,0,0
-31.67,180.15,0,0
-62.39,171.95,0,0
-91.22,158.55,0,0
-117.3,140.36,0,0
-139.83,117.92,0,0
-158.14,91.93,0,0
-171.67,63.16,0,0
176.67,84.21,0,0
159.51,113.4,0,0
137.57,139.2,0,0
111.52,160.83,0,0
82.13,177.64,0,0
50.28,189.14,0,0
16.93,194.98,0,0
-16.93,194.98,0,0
-50.28,189.14,0,0
-82.13,177.64,0,0
-111.52,160.83,0,0
-137.57,139.2,0,0
-159.51,113.4,0,0
-176.67,84.21,0,0
193.33,71.93,0,0
178.01,104.23,0,0
157.34,133.4,0,0
131.95,158.56,0,0
102.59,178.96,0,0
70.16,193.98,0,0
35.61,203.18,0,0
0,206.28,0,0
-35.61,203.18,0,0
-70.16,193.98,0,0
-102.59,178.96,0,0
-131.95,158.56,0,0
-157.34,133.4,0,0
-178.01,104.23,0,0
-193.33,71.93,0,0
195,122.81,0,0
180.04,143.85,0,0
162.82,163.08,0,0
143.56,180.27,0,0
122.49,195.2,0,0
99.89,207.67,0,0
76.04,217.54,0,0
51.23,224.68,0,0
25.78,229,0,0
0,230.45,0,0
-25.78,229,0,0
-51.23,224.68,0,0
-76.04,217.54,0,0
-99.89,207.67,0,0
-122.49,195.2,0,0
-143.56,180.27,0,0
-162.82,163.08,0,0
-180.04,143.85,0,0
-195,122.81,0,0
215,117.54,0,0
200.42,140.97,0,0
183.3,162.62,0,0
163.85,182.19,0,0
142.32,199.46,0,0
118.99,214.2,0,0
94.15,226.22,0,0
68.12,235.38,0,0
41.22,241.54,0,0
13.8,244.64,0,0
-13.8,244.64,0,0
-41.22,241.54,0,0
-68.12,235.38,0,0
-94.15,226.22,0,0
-118.99,214.2,0,0
-142.32,199.46,0,0
-163.85,182.19,0,0
-183.3,162.62,0,0
-200.42,140.97,0,0
-215,117.54,0,0
235,110.53,0,0
221.02,136.35,0,0
204.22,160.42,0,0
184.81,182.45,0,0
163.03,202.14,0,0
139.17,219.25,0,0
113.53,233.56,0,0
86.45,244.88,0,0
58.25,253.08,0,0
29.31,258.03,0,0
0,259.69,0,0
-29.31,258.03,0,0
-58.25,253.08,0,0
-86.45,244.88,0,0
-113.53,233.56,0,0
-139.17,219.25,0,0
-163.03,202.14,0,0
-184.81,182.45,0,0
-204.22,160.42,0,0
-221.02,136.35,0,0
-235,110.53,0,0
240,129.82,0,0
223.81,156.09,0,0
204.75,180.36,0,0
183.08,202.33,0,0
159.06,221.71,0,0
133.01,238.25,0,0
105.26,251.74,0,0
76.16,262.02,0,0
46.09,268.94,0,0
15.43,272.43,0,0
-15.43,272.43,0,0
-46.09,268.94,0,0
-76.16,262.02,0,0
-105.26,251.74,0,0
-133.01,238.25,0,0
-159.06,221.71,0,0
-183.08,202.33,0,0
-204.75,180.36,0,0
-223.81,156.09,0,0
-240,129.82,0,0
268.33,145.61,0,0
254.85,168.1,0,0
239.49,189.34,0,0
222.37,209.18,0,0
203.6,227.49,0,0
183.34,244.12,0,0
161.72,258.94,0,0
138.91,271.86,0,0
115.08,282.78,0,0
90.4,291.61,0,0
65.05,298.29,0,0
39.22,302.77,0,0
13.11,305.02,0,0
-13.11,305.02,0,0
-39.22,302.77,0,0
-65.05,298.29,0,0
-90.4,291.61,0,0
-115.08,282.78,0,0
-138.91,271.86,0,0
-161.72,258.94,0,0
-183.34,244.12,0,0
-203.6,227.49,0,0
-222.37,209.18,0,0
-239.49,189.34,0,0
-254.85,168.1,0,0
-268.33,145.61,0,0
273.33,170.18,0,0
258,192.64,0,0
240.82,213.72,0,0
221.92,233.28,0,0
201.44,251.18,0,0
179.53,267.28,0,0
156.33,281.48,0,0
132.02,293.67,0,0
106.76,303.76,0,0
80.74,311.69,0,0
54.15,317.39,0,0
27.17,320.83,0,0
0,321.98,0,0
-27.17,320.83,0,0
-54.15,317.39,0,0
-80.74,311.69,0,0
-106.76,303.76,0,0
-132.02,293.67,0,0
-156.33,281.48,0,0
-179.53,267.28,0,0
-201.44,251.18,0,0
-221.92,233.28,0,0
-240.82,213.72,0,0
-258,192.64,0,0
-273.33,170.18,0,0
296.67,168.42,0,0
281.42,192.82,0,0
264.17,215.84,0,0
245.05,237.34,0,0
224.18,257.14,0,0
201.72,275.11,0,0
177.82,291.13,0,0
152.66,305.08,0,0
126.41,316.86,0,0
99.26,326.38,0,0
71.41,333.58,0,0
43.05,338.41,0,0
14.38,340.84,0,0
-14.38,340.84,0,0
-43.05,338.41,0,0
-71.41,333.58,0,0
-99.26,326.38,0,0
-126.41,316.86,0,0
-152.66,305.08,0,0
-177.82,291.13,0,0
-201.72,275.11,0,0
-224.18,257.14,0,0
-245.05,237.34,0,0
-264.17,215.84,0,0
-281.42,192.82,0,0
-296.67,168.42,0,0
305,191.23,0,0
287.83,216.21,0,0
268.62,239.66,0,0
247.5,261.41,0,0
224.63,281.31,0,0
200.17,299.21,0,0
174.29,314.99,0,0
147.17,328.53,0,0
119.01,339.75,0,0
90,348.56,0,0
60.36,354.89,0,0
30.29,358.71,0,0
0,359.99,0,0
-30.29,358.71,0,0
-60.36,354.89,0,0
-90,348.56,0,0
-119.01,339.75,0,0
-147.17,328.53,0,0
-174.29,314.99,0,0
-200.17,299.21,0,0
-224.63,281.31,0,0
-247.5,261.41,0,0
-268.62,239.66,0,0
-287.83,216.21,0,0
-305,191.23,0,0
315,215.79,0,0
295.7,241.56,0,0
274.29,265.62,0,0
250.93,287.79,0,0
225.79,307.91,0,0
199.04,325.84,0,0
170.88,341.45,0,0
141.5,354.64,0,0
111.11,365.3,0,0
79.93,373.36,0,0
48.19,378.77,0,0
16.1,381.49,0,0
-16.1,381.49,0,0
-48.19,378.77,0,0
-79.93,373.36,0,0
-111.11,365.3,0,0
-141.5,354.64,0,0
-170.88,341.45,0,0
-199.04,325.84,0,0
-225.79,307.91,0,0
-250.93,287.79,0,0
-274.29,265.62,0,0
-295.7,241.56,0,0
-315,215.79,0,0
323.33,242.11,0,0
301.78,268.49,0,0
278.08,292.97,0,0
252.4,315.36,0,0
224.93,335.51,0,0
195.86,353.27,0,0
165.39,368.52,0,0
133.75,381.14,0,0
101.15,391.06,0,0
67.84,398.19,0,0
34.04,402.49,0,0
0,403.93,0,0
-34.04,402.49,0,0
-67.84,398.19,0,0
-101.15,391.06,0,0
-133.75,381.14,0,0
-165.39,368.52,0,0
-195.86,353.27,0,0
-224.93,335.51,0,0
-252.4,315.36,0,0
-278.08,292.97,0,0
-301.78,268.49,0,0
-323.33,242.11,0,0
340,298.25,0,0
321.26,318.34,0,0
301.33,337.27,0,0
280.3,354.94,0,0
258.22,371.31,0,0
235.2,386.31,0,0
211.3,399.88,0,0
186.63,411.97,0,0
161.27,422.54,0,0
135.31,431.56,0,0
108.85,438.98,0,0
81.99,444.78,0,0
54.83,448.94,0,0
27.47,451.44,0,0
0,452.27,0,0
-27.47,451.44,0,0
-54.83,448.94,0,0
-81.99,444.78,0,0
-108.85,438.98,0,0
-135.31,431.56,0,0
-161.27,422.54,0,0
-186.63,411.97,0,0
-211.3,399.88,0,0
-235.2,386.31,0,0
-258.22,371.31,0,0
-280.3,354.94,0,0
-301.33,337.27,0,0
-321.26,318.34,0,0
-340,298.25,0,0
348.33,324.56,0,0
327.97,345.13,0,0
306.4,364.41,0,0
283.69,382.36,0,0
259.94,398.89,0,0
235.22,413.94,0,0
209.64,427.47,0,0
183.28,439.41,0,0
156.24,449.74,0,0
128.63,458.4,0,0
100.54,465.37,0,0
72.08,470.62,0,0
43.36,474.13,0,0
14.47,475.89,0,0
-14.47,475.89,0,0
-43.36,474.13,0,0
-72.08,470.62,0,0
-100.54,465.37,0,0
-128.63,458.4,0,0
-156.24,449.74,0,0
-183.28,439.41,0,0
-209.64,427.47,0,0
-235.22,413.94,0,0
-259.94,398.89,0,0
-283.69,382.36,0,0
-306.4,364.41,0,0
-327.97,345.13,0,0
-348.33,324.56,0,0
360,356.14,0,0
337.68,377.37,0,0
314.12,397.2,0,0
289.39,415.56,0,0
263.59,432.38,0,0
236.82,447.61,0,0
209.17,461.18,0,0
180.75,473.04,0,0
151.66,483.15,0,0
122,491.48,0,0
91.9,497.99,0,0
61.46,502.65,0,0
30.78,505.46,0,0
0,506.4,0,0
-30.78,505.46,0,0
-61.46,502.65,0,0
-91.9,497.99,0,0
-122,491.48,0,0
-151.66,483.15,0,0
-180.75,473.04,0,0
-209.17,461.18,0,0
-236.82,447.61,0,0
-263.59,432.38,0,0
-289.39,415.56,0,0
-314.12,397.2,0,0
-337.68,377.37,0,0
-360,356.14,0,0
366.67,384.21,0,0
342.58,405.84,0,0
317.22,425.95,0,0
290.67,444.49,0,0
263.05,461.37,0,0
234.46,476.54,0,0
204.99,489.94,0,0
174.76,501.52,0,0
143.88,511.24,0,0
112.46,519.05,0,0
80.63,524.94,0,0
48.5,528.88,0,0
16.19,530.85,0,0
-16.19,530.85,0,0
-48.5,528.88,0,0
-80.63,524.94,0,0
-112.46,519.05,0,0
-143.88,511.24,0,0
-174.76,501.52,0,0
-204.99,489.94,0,0
-234.46,476.54,0,0
-263.05,461.37,0,0
-290.67,444.49,0,0
-317.22,425.95,0,0
-342.58,405.84,0,0
-366.67,384.21,0,0
373.33,417.54,0,0
347.27,439.46,0,0
319.93,459.74,0,0
291.41,478.33,0,0
261.81,495.15,0,0
231.24,510.15,0,0
199.81,523.25,0,0
167.65,534.43,0,0
134.87,543.63,0,0
101.59,550.82,0,0
67.94,555.97,0,0
34.03,559.07,0,0
0,560.11,0,0
-34.03,559.07,0,0
-67.94,555.97,0,0
-101.59,550.82,0,0
-134.87,543.63,0,0
-167.65,534.43,0,0
-199.81,523.25,0,0
-231.24,510.15,0,0
-261.81,495.15,0,0
-291.41,478.33,0,0
-319.93,459.74,0,0
-347.27,439.46,0,0
-373.33,417.54,0,0
380,450.88,0,0
351.86,473.17,0,0
322.41,493.7,0,0
291.76,512.41,0,0
260.04,529.22,0,0
227.35,544.06,0,0
193.82,556.89,0,0
159.57,567.65,0,0
124.73,576.31,0,0
89.42,582.83,0,0
53.79,587.19,0,0
17.95,589.38,0,0
-17.95,589.38,0,0
-53.79,587.19,0,0
-89.42,582.83,0,0
-124.73,576.31,0,0
-159.57,567.65,0,0
-193.82,556.89,0,0
-227.35,544.06,0,0
-260.04,529.22,0,0
-291.76,512.41,0,0
-322.41,493.7,0,0
-351.86,473.17,0,0
-380,450.88,0,0
383.33,491.23,0,0
353.06,513.42,0,0
321.51,533.74,0,0
288.8,552.13,0,0
255.03,568.51,0,0
220.34,582.84,0,0
184.85,595.04,0,0
148.69,605.09,0,0
112,612.95,0,0
74.89,618.58,0,0
37.51,621.97,0,0
0,623.1,0,0
-37.51,621.97,0,0
-74.89,618.58,0,0
-112,612.95,0,0
-148.69,605.09,0,0
-184.85,595.04,0,0
-220.34,582.84,0,0
-255.03,568.51,0,0
-288.8,552.13,0,0
-321.51,533.74,0,0
-353.06,513.42,0,0
-383.33,491.23,0,0
350,556.14,0,0
316.52,575.85,0,0
281.94,593.55,0,0
246.37,609.17,0,0
209.95,622.67,0,0
172.78,633.99,0,0
135.02,643.09,0,0
96.78,649.94,0,0
58.2,654.53,0,0
19.42,656.82,0,0
-19.42,656.82,0,0
-58.2,654.53,0,0
-96.78,649.94,0,0
-135.02,643.09,0,0
-172.78,633.99,0,0
-209.95,622.67,0,0
-246.37,609.17,0,0
-281.94,593.55,0,0
-316.52,575.85,0,0
-350,556.14,0,0
313.33,614.04,0,0
276.59,631.44,0,0
238.89,646.64,0,0
200.36,659.6,0,0
161.13,670.26,0,0
121.34,678.6,0,0
81.13,684.57,0,0
40.64,688.16,0,0
0,689.36,0,0
-40.64,688.16,0,0
-81.13,684.57,0,0
-121.34,678.6,0,0
-161.13,670.26,0,0
-200.36,659.6,0,0
-238.89,646.64,0,0
-276.59,631.44,0,0
-313.33,614.04,0,0
231.67,687.72,0,0
190.66,700.2,0,0
148.98,710.23,0,0
106.79,717.79,0,0
64.22,722.84,0,0
21.43,725.37,0,0
-21.43,725.37,0,0
-64.22,722.84,0,0
-106.79,717.79,0,0
-148.98,710.23,0,0
-190.66,700.2,0,0
-231.67,687.72,0,0
135,750.88,0,0
90.26,757.56,0,0
45.21,761.58,0,0
0,762.92,0,0
-45.21,761.58,0,0
-90.26,757.56,0,0
-135,750.88,0,0
196.67,91.23,0,0
-196.67,91.23,0,0
215,84.21,0,0
-215,84.21,0,0
178.33,124.56,0,0
-178.33,124.56,0,0
125,175.44,0,0
-125,175.44,0,0
261.67,122.81,0,0
-261.67,122.81,0,0
246.67,149.12,0,0
-246.67,149.12,0,0
96.67,270.18,0,0
-96.67,270.18,0,0
0,285.96,0,0
331.67,270.18,0,0
-331.67,270.18,0,0
310,296.49,0,0
-310,296.49,0,0
226.67,363.16,0,0
-226.67,363.16,0,0
160,394.74,0,0
-160,394.74,0,0
88.33,417.54,0,0
-88.33,417.54,0,0
11.67,424.56,0,0
-11.67,424.56,0,0
